scrape_order,scrape_start_url,category,category_url,product_url,product_text,model,tyre_image_url,brand_image_url
1749740022-375,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,MYU01,,
1749740022-376,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,275/70 R16 114H,,
1749740022-377,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,nan,https://media.tyresonline.ae/media/mgs_brand/y/o/yokoma.png,
1749740022-378,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,nan,https://media.tyresonline.ae/media/catalog/product/cache/d5b399ab869dbd0c30ff5c88fd874a65/car-tyres/yokohama_geolandar_at_g015.jpg,
1749740022-379,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,nan,https://media.tyresonline.ae/media/catalog/product/cache/d5b399ab869dbd0c30ff5c88fd874a65/car-tyres/dunlop_grandtrek_tg28.jpg,
1749740022-380,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,nan,https://media.tyresonline.ae/media/catalog/product/cache/d5b399ab869dbd0c30ff5c88fd874a65/car-tyres/nexen_roadian_htx_rh5.jpg,
1749740022-381,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,nan,https://media.tyresonline.ae/media/catalog/product/cache/d5b399ab869dbd0c30ff5c88fd874a65/car-tyres/nexen_roadian_htx_rh5.jpg,
1749740022-382,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,nan,https://media.tyresonline.ae/media/catalog/product/cache/d5b399ab869dbd0c30ff5c88fd874a65/tyresonline-tyres/seam-shahin.jpg,
1749740022-383,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,nan,https://media.tyresonline.ae/media/catalog/product/cache/d5b399ab869dbd0c30ff5c88fd874a65/car-tyres/kumho_road_venture_apt_kl51.jpg,
1749740022-384,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,nan,,
1749740022-385,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,nan,,
1749740022-386,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,nan,,
1749740022-387,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,nan,,
1749740022-388,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,nan,,
1749740022-389,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,nan,,
1749740022-390,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,nan,,
1749740022-391,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,nan,,
1749740022-392,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,nan,,
1749740022-393,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,nan,,
1749740022-394,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,nan,,
1749740022-395,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,nan,,
1749740022-396,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,nan,,
1749740022-397,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,nan,,
1749740022-398,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,nan,,
1749740022-399,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,nan,,
1749740022-400,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,nan,,https://media.tyresonline.ae/media/mgs_brand/y/o/yokoma_1.png
1749740022-401,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,nan,,https://media.tyresonline.ae/media/mgs_brand/d/u/dunlop_1.png
1749740022-402,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,nan,,https://media.tyresonline.ae/media/mgs_brand/r/o/roadstone_1.png
1749740022-403,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,nan,,https://media.tyresonline.ae/media/mgs_brand/n/e/nexen_1.png
1749740022-404,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,nan,,https://media.tyresonline.ae/media/mgs_brand/s/h/shaheen_1.png
1749740022-405,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,nan,,https://media.tyresonline.ae/media/mgs_brand/k/u/kumho_1.png
1749740022-406,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,nan,,https://media.tyresonline.ae/media/images/section/blank.png
1749740022-407,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,nan,,https://media.tyresonline.ae/media/images/section/blank.png
1749740030-408,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-700-r16-113-11n-ry01-2025.html,RY01 700 R16 113/11N,nan,https://media.tyresonline.ae/media/mgs_brand/y/o/yokoma.png,
