scrape_order,scrape_start_url,category,category_url,product_url,product_text,model,tyre_image_url,brand_image_url
1749740003-280,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,Trail Blade AT,,
1749740003-281,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,235/75 R15 104/101S,,
1749740003-282,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,SA1000,,
1749740003-283,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,235/75 R15 109H,,
1749740003-284,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,Roadian HTX RH5 OWL M+S,,
1749740003-285,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,235/75 R15 109S,,
1749740003-286,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,LTX ST XL TL,,
1749740003-287,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,235/75 R15 109T,,
1749740003-288,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,nan,https://media.tyresonline.ae/media/mgs_brand/y/o/yokoma.png,
1749740003-289,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,nan,https://media.tyresonline.ae/media/catalog/product/cache/d5b399ab869dbd0c30ff5c88fd874a65/tyresonline-tyres/windforce-catchrors-at-ii-tyresonline-uae.jpg,
1749740003-290,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,nan,https://media.tyresonline.ae/media/catalog/product/cache/d5b399ab869dbd0c30ff5c88fd874a65/car-tyres/Veragua_Sv.jpg,
1749740003-291,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,nan,https://media.tyresonline.ae/media/catalog/product/cache/d5b399ab869dbd0c30ff5c88fd874a65/car-tyres/michelin_latitude_cross.jpg,
1749740003-292,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,nan,https://media.tyresonline.ae/media/catalog/product/cache/d5b399ab869dbd0c30ff5c88fd874a65/car-tyres/Veragua_Sv.jpg,
1749740003-293,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,nan,https://media.tyresonline.ae/media/catalog/product/cache/d5b399ab869dbd0c30ff5c88fd874a65/tyresonline-tyres/TrailBladeATS.jpg,
1749740003-294,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,nan,,
1749740003-295,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,nan,,
1749740003-296,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,nan,,
1749740003-297,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,nan,,
1749740003-298,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,nan,,
1749740003-299,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,nan,,
1749740003-300,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,nan,,
1749740003-301,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,nan,,
1749740003-302,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,nan,,
1749740003-303,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,nan,,
1749740003-304,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,nan,,
1749740003-305,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,nan,,
1749740003-306,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,nan,,
1749740003-307,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,nan,,
1749740003-308,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,nan,,https://media.tyresonline.ae/media/mgs_brand/w/i/windforce-logo_1_1.png
1749740003-309,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,nan,,https://media.tyresonline.ae/media/mgs_brand/m/a/matrax_logo_1.png
1749740003-310,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,nan,,https://media.tyresonline.ae/media/mgs_brand/m/i/michelin_logo_cropped_full_height_1.jpg
1749740003-311,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,nan,,https://media.tyresonline.ae/media/mgs_brand/m/a/matrax_logo_1.png
1749740003-312,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,nan,,https://media.tyresonline.ae/media/mgs_brand/a/t/atturo_1.png
1749740003-313,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,nan,,https://media.tyresonline.ae/media/images/section/blank.png
1749740003-314,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,nan,,https://media.tyresonline.ae/media/images/section/blank.png
1749740003-315,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-235-75-r15-109h-geolandar-a-t-g015-2025.html,Geolandar A/T G015 235/75 R15 109H,nan,,https://media.tyresonline.ae/media/images/section/blank.png
1749740011-316,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,UHP PRO,,
1749740011-317,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,275/60 R20 119W,,
1749740011-318,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,PracticalMax HP RS26,,
1749740011-319,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,275/60 R20 119V,,
1749740011-320,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,Open Country U/T,,
1749740011-321,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,275/60 R20 115V,,
1749740011-322,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,Dueler H/T D684II,,
1749740011-323,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,275/60 R20 115H,,
1749740011-324,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,Payak R601,,
1749740011-325,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,275/60 R20 115H,,
1749740011-326,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,Crugen HT51,,
1749740011-327,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,275/60 R20 114T,,
1749740011-328,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,Primacy SUV Plus,,
1749740011-329,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,275/60 R20 115H,,
1749740011-330,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,SU5000 Max,,
1749740011-331,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,275/60 R20 115V,,
1749740011-332,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,nan,https://media.tyresonline.ae/media/mgs_brand/y/o/yokoma.png,
1749740011-333,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,nan,https://media.tyresonline.ae/media/catalog/product/cache/d5b399ab869dbd0c30ff5c88fd874a65/tyresonline-tyres/catchfors-uhp-pro.jpeg,
1749740011-334,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,nan,https://media.tyresonline.ae/media/catalog/product/cache/d5b399ab869dbd0c30ff5c88fd874a65/car-tyres/habilead-practicalmax-hp-rs26.png,
1749740011-335,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,nan,https://media.tyresonline.ae/media/catalog/product/cache/d5b399ab869dbd0c30ff5c88fd874a65/tyresonline-tyres/ut_3.png,
1749740011-336,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,nan,https://media.tyresonline.ae/media/catalog/product/cache/d5b399ab869dbd0c30ff5c88fd874a65/car-tyres/bridgestone_dueler_ht_d684_2.jpg,
1749740011-337,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,nan,,
1749740011-338,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,nan,,
1749740011-339,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,nan,,
1749740011-340,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,nan,,
1749740011-341,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,nan,,
1749740011-342,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,nan,,
1749740011-343,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,nan,,
1749740011-344,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,nan,,
1749740011-345,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,nan,,
1749740011-346,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,nan,,
1749740011-347,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,nan,,
1749740011-348,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,nan,,
1749740011-349,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,nan,,
1749740011-350,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,nan,,
1749740011-351,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,nan,,
1749740011-352,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,nan,,
1749740011-353,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,nan,,https://media.tyresonline.ae/media/mgs_brand/w/i/windforce-logo_1_1.png
1749740011-354,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,nan,,https://media.tyresonline.ae/media/mgs_brand/h/a/habilead-logo_1.png
1749740011-355,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,nan,,https://media.tyresonline.ae/media/mgs_brand/t/o/toyo_1.png
1749740011-356,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,nan,,https://media.tyresonline.ae/media/images/section/blank.png
1749740011-357,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,nan,,https://media.tyresonline.ae/media/images/section/blank.png
1749740011-358,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,nan,,https://media.tyresonline.ae/media/images/section/blank.png
1749740011-359,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,nan,,https://media.tyresonline.ae/media/images/section/blank.png
1749740011-360,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-60-r20-115h-geolandar-g057-2025.html,Geolandar G057 275/60 R20 115H,nan,,https://media.tyresonline.ae/media/images/section/blank.png
1749740022-361,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,Geolandar A/T G015,,
1749740022-362,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,275/70 R16 114H,,
1749740022-363,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,Grandtrek TG28 M2,,
1749740022-364,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,275/70 R16 114T,,
1749740022-365,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,Roadian HTX RH5,,
1749740022-366,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,275/70 R16 114S,,
1749740022-367,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,Roadian HTX RH5,,
1749740022-368,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,275/70 R16 114S,,
1749740022-369,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,Shahin,,
1749740022-370,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,275/70 R16 114H,,
1749740022-371,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,Road Venture APT KL51,,
1749740022-372,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,275/70 R16 114H,,
1749740022-373,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,Primacy SUV Plus,,
1749740022-374,https://www.tyresonline.ae/en/all-tyres/car-tyres.html,Tyres,https://www.tyresonline.ae/en/all-tyres,https://www.tyresonline.ae/en/yokohama-275-70-r16-114h-geolandar-g056-tl-2025.html,Geolandar G056 TL 275/70 R16 114H,275/70 R16 114H,,
